Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Valencia,Sevilla,Mestalla,La Liga,16-4-2023,16:00,0,0,8,175,8,135,,,,,,0,"We offer tickets Valencia vs. Sevilla at Mestalla. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,609
Valencia,Real Valladolid,Mestalla,La Liga,26-4-2023,20:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Valencia vs. Real Valladolid at Mestalla. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,610
Valencia,Villarreal,Mestalla,La Liga,3-5-2023,20:00,0,0,8,195,8,155,,,,,,0,"We offer tickets Valencia vs. Villarreal at Mestalla. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,611
Valencia,Real Madrid,Mestalla,La Liga,21-5-2023,16:00,0,0,8,265,8,215,,,,,,0,"We offer tickets Valencia vs. Real Madrid at Mestalla. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,612
Valencia,Espanyol,Mestalla,La Liga,28-5-2023,16:00,0,0,8,155,8,125,,,,,,0,"We offer tickets Valencia vs. Espanyol at Mestalla. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,613
Villarreal,Elche,Estadio de la Ceramica,La Liga,4-9-2022,18:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Elche at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,614
Villarreal,Sevilla,Estadio de la Ceramica,La Liga,18-9-2022,16:15,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Sevilla at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,615
Villarreal,Osasuna,Estadio de la Ceramica,La Liga,17-10-2022,21:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Osasuna at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,616
Villarreal,Almeria,Estadio de la Ceramica,La Liga,23-10-2022,18:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Almeria at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,617
Villarreal,RCD Mallorca,Estadio de la Ceramica,La Liga,6-11-2022,18:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. RCD Mallorca at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,618
Villarreal,Valencia,Estadio de la Ceramica,La Liga,31-12-2022,15:15,1,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Valencia at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,619
Villarreal,Real Madrid,Estadio de la Ceramica,La Liga,8-1-2023,16:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Real Madrid at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,620
Villarreal,Girona,Estadio de la Ceramica,La Liga,22-1-2023,16:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Girona at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,621
Villarreal,Rayo Vallecano,Estadio de la Ceramica,La Liga,29-1-2023,16:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. Rayo Vallecano at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,622
Villarreal,FC Barcelona,Estadio de la Ceramica,La Liga,12-2-2023,16:00,0,0,8,0,8,0,,,,,,0,"We offer tickets Villarreal vs. FC Barcelona at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,623
Villarreal,Getafe,Estadio de la Ceramica,La Liga,26-2-2023,16:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Getafe at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,624
Villarreal,Real Betis,Estadio de la Ceramica,La Liga,12-3-2023,16:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Real Betis at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,625
Villarreal,Real Sociedad,Estadio de la Ceramica,La Liga,2-4-2023,16:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Real Sociedad at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,626
Villarreal,Real Valladolid,Estadio de la Ceramica,La Liga,16-4-2023,16:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Real Valladolid at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,627
Villarreal,Espanyol,Estadio de la Ceramica,La Liga,26-4-2023,20:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Espanyol at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,628
Villarreal,Celta de Vigo,Estadio de la Ceramica,La Liga,30-4-2023,16:00,0,0,8,115,8,85,,,,,,0,"We offer tickets Villarreal vs. Celta de Vigo at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,629
Villarreal,Athletic de Bilbao,Estadio de la Ceramica,La Liga,14-5-2023,16:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Villarreal vs. Athletic de Bilbao at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,630
Villarreal,Cadiz,Estadio de la Ceramica,La Liga,24-5-2023,20:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Villarreal vs. Cadiz at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,631
Villarreal,Atletico Madrid,Estadio de la Ceramica,La Liga,4-6-2023,16:00,0,0,8,265,8,195,,,,,,0,"We offer tickets Villarreal vs. Atletico Madrid at Estadio de la Ceramica. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,632
AC Milan,Udinese,San Siro,Serie A,13-8-2022,18:30,1,0,8,0,8,0,8,0,,,,0,"We offer tickets AC Milan vs. Udinese at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,633
AC Milan,Bologna,San Siro,Serie A,27-8-2022,20:45,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. Bologna at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,634
AC Milan,Internazionale,San Siro,Serie A,3-9-2022,18:00,1,0,8,0,8,0,8,0,,,,0,"We offer tickets AC Milan vs. Internazionale at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,635
AC Milan,Napoli,San Siro,Serie A,18-9-2022,20:45,1,0,8,255,8,175,8,135,,,,0,"We offer tickets AC Milan vs. Napoli at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,636
AC Milan,Juventus,San Siro,Serie A,8-10-2022,18:00,1,0,8,465,8,315,8,265,,,,0,"We offer tickets AC Milan vs. Juventus at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,637
AC Milan,AC Monza,San Siro,Serie A,22-10-2022,18:00,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. AC Monza at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,638
AC Milan,Spezia,San Siro,Serie A,5-11-2022,20:45,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. Spezia at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,639
AC Milan,Fiorentina,San Siro,Serie A,13-11-2022,18:00,1,0,8,185,8,125,8,95,,,,0,"We offer tickets AC Milan vs. Fiorentina at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,640
AC Milan,AS Roma,San Siro,Serie A,8-1-2023,20:45,1,0,8,255,8,175,8,140,,,,0,"We offer tickets AC Milan vs. AS Roma at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,641
AC Milan,US Sassuolo,San Siro,Serie A,29-1-2023,12:30,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. US Sassuolo at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,642
AC Milan,Torino,San Siro,Serie A,10-2-2023,20:45,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. Torino at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,643
AC Milan,Atalanta,San Siro,Serie A,26-2-2023,20:45,1,0,8,215,8,155,8,115,,,,0,"We offer tickets AC Milan vs. Atalanta at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,644
AC Milan,Salernitana,San Siro,Serie A,13-3-2023,20:45,1,0,8,175,8,115,8,85,,,,0,"We offer tickets AC Milan vs. Salernitana at San Siro. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,645
